GAIN,SET-TEMP,EXPTIME,Amplitude,Amplitude Error,Mean,Mean Error,Sigma,Sigma Error,R-squared,Degrees of Freedom
450.0,-20.0,0.0001,5912950.6881786045,9926.685774589287,11.666935983186407,0.001342010354544628,0.6922836044125461,0.001342010359982872,0.998725207806744,636
